segment_id,speed_safety_score,priority_label,posted_speed_limit_kph,operating_speed_kph,safe_system_reference_speed_kph,road_type,area_type
22530,51.400000000000006,review,90.0,105.0,50.0,primary,rural
22531,48.06666666666666,review,90.0,110.0,50.0,primary,rural
22540,62.150000000000006,monitor,80.0,92.0,50.0,primary,rural
22544,56.06666666666666,monitor,90.0,98.0,50.0,primary,rural
22545,54.06666666666666,review,90.0,101.0,50.0,primary,rural
22552,61.150000000000006,monitor,80.0,93.5,50.0,primary,rural
22553,36.81666666666666,review,80.0,94.0,30.0,primary,urban
22554,63.150000000000006,monitor,80.0,90.5,50.0,primary,rural
22555,39.81666666666667,review,80.0,85.0,30.0,primary,urban
22556,59.150000000000006,monitor,80.0,96.5,50.0,primary,rural
22557,29.48333333333333,high_priority_review,80.0,105.0,30.0,primary,urban
22565,70.15,monitor,80.0,75.0,50.0,primary,rural
22576,30.48333333333333,high_priority_review,90.0,109.0,30.0,primary,urban
22595,42.48333333333333,review,90.0,91.0,30.0,primary,urban
22596,38.48333333333333,review,90.0,97.0,30.0,primary,urban
22617,33.81666666666666,high_priority_review,90.0,104.0,30.0,primary,urban
22618,38.48333333333333,review,90.0,97.0,30.0,primary,urban
22619,43.15,review,90.0,82.0,30.0,primary,urban
22631,46.06666666666666,review,90.0,113.0,50.0,primary,rural
22636,43.15,review,80.0,77.0,30.0,primary,urban
22637,41.15,review,80.0,83.0,30.0,primary,urban
22644,43.15,review,90.0,72.0,30.0,primary,urban
22671,61.400000000000006,monitor,90.0,85.0,50.0,primary,rural
22677,61.400000000000006,monitor,90.0,81.0,50.0,primary,rural
22679,52.150000000000006,review,80.0,107.0,50.0,primary,rural
22681,76.4,aligned,30.0,109.0,50.0,primary,rural
22689,49.400000000000006,review,90.0,108.0,50.0,primary,rural
22692,42.48333333333333,review,90.0,91.0,30.0,primary,urban
22695,50.06666666666666,review,90.0,107.0,50.0,primary,rural
22697,46.06666666666666,review,90.0,113.0,50.0,primary,rural
22731,61.400000000000006,monitor,90.0,90.0,50.0,primary,rural
22732,60.06666666666668,monitor,90.0,92.0,50.0,primary,rural
22735,37.81666666666666,review,80.0,88.0,30.0,primary,urban
22741,43.15,review,80.0,79.0,30.0,primary,urban
22767,51.400000000000006,review,90.0,105.0,50.0,primary,rural
22774,43.15,review,80.0,61.0,30.0,primary,urban
22782,61.400000000000006,monitor,90.0,79.5,50.0,primary,rural
22786,43.15,review,70.0,61.5,30.0,primary,urban
22795,41.81666666666667,review,80.0,82.0,30.0,primary,urban
22796,43.15,review,80.0,63.0,30.0,primary,urban
22797,34.483333333333334,high_priority_review,80.0,93.0,30.0,primary,urban
22808,43.15,review,80.0,69.0,30.0,primary,urban
22810,43.15,review,80.0,58.0,30.0,primary,urban
22811,64.81666666666666,monitor,30.0,50.0,30.0,primary,urban
22815,43.15,review,80.0,61.0,30.0,primary,urban
22820,43.15,review,90.0,71.0,30.0,primary,urban
22841,41.15,review,80.0,83.0,30.0,primary,urban
22846,52.06666666666666,review,90.0,104.0,50.0,primary,rural
22869,43.15,review,80.0,65.0,30.0,primary,urban
22870,42.48333333333333,review,90.0,91.0,30.0,primary,urban
22873,43.15,review,80.0,66.0,30.0,primary,urban
22875,36.48333333333333,review,80.0,90.0,30.0,primary,urban
22878,31.816666666666663,high_priority_review,80.0,97.0,30.0,primary,urban
22879,31.816666666666663,high_priority_review,80.0,97.0,30.0,primary,urban
22882,43.15,review,90.0,83.5,30.0,primary,urban
22884,58.150000000000006,monitor,80.0,98.0,50.0,primary,rural
22885,29.816666666666663,high_priority_review,80.0,100.0,30.0,primary,urban
22889,59.48333333333333,monitor,80.0,96.0,50.0,primary,rural
22892,55.48333333333333,monitor,80.0,102.0,50.0,primary,rural
22893,59.48333333333333,monitor,80.0,96.0,50.0,primary,rural
22898,55.48333333333333,monitor,80.0,102.0,50.0,primary,rural
22899,59.400000000000006,monitor,90.0,93.0,50.0,primary,rural
22901,61.400000000000006,monitor,90.0,90.0,50.0,primary,rural
22903,49.400000000000006,review,90.0,108.0,50.0,primary,rural
22908,56.06666666666666,monitor,90.0,98.0,50.0,primary,rural
22910,56.73333333333333,monitor,90.0,97.0,50.0,primary,rural
22924,52.150000000000006,review,80.0,107.0,50.0,primary,rural
22934,37.81666666666666,review,90.0,98.0,30.0,primary,urban
22945,39.81666666666667,review,90.0,95.0,30.0,primary,urban
22946,33.15,high_priority_review,90.0,105.0,30.0,primary,urban
22949,50.400000000000006,review,90.0,106.5,50.0,primary,rural
22950,32.483333333333334,high_priority_review,90.0,106.0,30.0,primary,urban
22954,55.400000000000006,monitor,90.0,99.0,50.0,primary,rural
22955,56.73333333333333,monitor,90.0,97.0,50.0,primary,rural
22957,58.73333333333333,monitor,90.0,94.0,50.0,primary,rural
22964,61.400000000000006,monitor,90.0,89.0,50.0,primary,rural
22966,60.73333333333333,monitor,90.0,91.0,50.0,primary,rural
22990,60.73333333333333,monitor,90.0,91.0,50.0,primary,rural
22991,60.06666666666668,monitor,90.0,92.0,50.0,primary,rural
22995,43.15,review,80.0,79.0,30.0,primary,urban
22996,43.15,review,80.0,77.0,30.0,primary,urban
22999,55.400000000000006,monitor,90.0,99.0,50.0,primary,rural
23001,57.400000000000006,monitor,90.0,96.0,50.0,primary,rural
23002,61.400000000000006,monitor,90.0,71.0,50.0,primary,rural
23003,42.48333333333333,review,80.0,81.0,30.0,primary,urban
23006,43.15,review,80.0,76.0,30.0,primary,urban
23020,43.15,review,80.0,58.0,30.0,primary,urban
23076,43.15,review,80.0,68.0,30.0,primary,urban
23078,56.73333333333333,monitor,90.0,97.0,50.0,primary,rural
23080,56.06666666666666,monitor,90.0,98.0,50.0,primary,rural
23082,43.15,review,80.0,64.0,30.0,primary,urban
23085,43.15,review,80.0,66.0,30.0,primary,urban
23092,31.816666666666663,high_priority_review,80.0,97.0,30.0,primary,urban
23093,53.48333333333333,review,80.0,105.0,50.0,primary,rural
23096,31.48333333333333,high_priority_review,80.0,97.5,30.0,primary,urban
23097,54.150000000000006,review,80.0,104.0,50.0,primary,rural
23098,29.15,high_priority_review,80.0,101.0,30.0,primary,urban
23114,43.15,review,80.0,79.0,30.0,primary,urban
23121,36.48333333333333,review,80.0,90.0,30.0,primary,urban
23125,43.15,review,70.0,58.5,30.0,primary,urban
23164,43.15,review,80.0,62.0,30.0,primary,urban
23165,43.15,review,80.0,55.0,30.0,primary,urban
23169,43.15,review,80.0,65.0,30.0,primary,urban
23176,43.15,review,80.0,60.0,30.0,primary,urban
23208,29.816666666666663,high_priority_review,80.0,100.0,30.0,primary,urban
23209,43.15,review,90.0,86.0,30.0,primary,urban
23210,43.15,review,80.0,64.0,30.0,primary,urban
23233,42.65,review,50.0,77.0,30.0,primary,urban
23236,40.48333333333333,review,80.0,84.0,30.0,primary,urban
23237,77.65,aligned,60.0,75.0,50.0,primary,rural
23238,70.15,monitor,80.0,72.0,50.0,primary,rural
23241,43.15,review,80.0,73.0,30.0,primary,urban
23245,43.15,review,90.0,88.0,30.0,primary,urban
23247,43.15,review,90.0,89.0,30.0,primary,urban
23252,61.23333333333333,monitor,70.0,96.5,50.0,primary,rural
23255,43.15,review,90.0,59.0,30.0,primary,urban
23256,76.4,aligned,50.0,83.0,50.0,primary,rural
23272,39.81666666666667,review,80.0,85.0,30.0,primary,urban
23282,30.48333333333333,high_priority_review,80.0,99.0,30.0,primary,urban
23290,53.400000000000006,review,90.0,102.0,50.0,primary,rural
23291,41.31666666666667,review,80.0,82.75,30.0,primary,urban
23292,43.15,review,90.0,86.0,30.0,primary,urban
23293,43.15,review,90.0,84.0,30.0,primary,urban
23300,76.4,aligned,50.0,106.0,50.0,primary,rural
23303,43.15,review,80.0,49.0,30.0,primary,urban
23306,53.48333333333333,review,80.0,105.0,50.0,primary,rural
23308,51.400000000000006,review,90.0,105.0,50.0,primary,rural
23314,43.15,review,80.0,53.0,30.0,primary,urban
23315,43.15,review,80.0,50.0,30.0,primary,urban
23325,42.48333333333333,review,90.0,91.0,30.0,primary,urban
23326,43.15,review,85.0,83.0,30.0,primary,urban
23331,61.400000000000006,monitor,90.0,89.0,50.0,primary,rural
23332,34.483333333333334,high_priority_review,80.0,93.0,30.0,primary,urban
23333,43.15,review,90.0,85.0,30.0,primary,urban
23338,43.15,review,90.0,83.0,30.0,primary,urban
23355,39.81666666666667,review,90.0,95.0,30.0,primary,urban
23361,43.15,review,90.0,86.0,30.0,primary,urban
23377,37.9,review,60.0,81.0,30.0,primary,urban
23378,43.15,review,90.0,90.0,30.0,primary,urban
23379,43.15,review,90.0,85.0,30.0,primary,urban
23382,76.4,aligned,50.0,111.0,50.0,primary,rural
23383,52.73333333333333,review,90.0,103.0,50.0,primary,rural
23387,62.81666666666666,monitor,80.0,91.0,50.0,primary,rural
23388,56.06666666666666,monitor,90.0,98.0,50.0,primary,rural
23391,43.15,review,80.0,77.0,30.0,primary,urban
23396,41.15,review,80.0,83.0,30.0,primary,urban
23401,42.48333333333333,review,90.0,91.0,30.0,primary,urban
23402,42.48333333333333,review,90.0,91.0,30.0,primary,urban
23436,42.48333333333333,review,90.0,91.0,30.0,primary,urban
23455,43.15,review,90.0,76.0,30.0,primary,urban
23470,43.15,review,90.0,85.0,30.0,primary,urban
23473,39.81666666666667,review,90.0,95.0,30.0,primary,urban
23476,53.98333333333333,review,50.0,60.0,30.0,primary,urban
23479,43.15,review,80.0,65.0,30.0,primary,urban
23480,43.15,review,90.0,86.0,30.0,primary,urban
23481,33.81666666666666,high_priority_review,80.0,94.0,30.0,primary,urban
23482,37.81666666666666,review,80.0,88.0,30.0,primary,urban
23486,43.15,review,90.0,90.0,30.0,primary,urban
23514,54.73333333333333,review,40.0,62.0,30.0,primary,urban
23515,57.4,monitor,40.0,58.0,30.0,primary,urban
23525,46.15,review,80.0,75.5,30.0,primary,urban
23533,48.73333333333333,review,90.0,109.0,50.0,primary,rural
23537,70.15,monitor,80.0,79.0,50.0,primary,rural
23541,43.15,review,90.0,83.0,30.0,primary,urban
23542,43.65,review,50.0,80.0,30.0,primary,urban
23543,46.73333333333333,review,90.0,112.0,50.0,primary,rural
23545,46.73333333333333,review,90.0,112.0,50.0,primary,rural
23546,42.48333333333333,review,90.0,91.0,30.0,primary,urban
23549,43.15,review,90.0,68.0,30.0,primary,urban
23558,43.15,review,90.0,71.0,30.0,primary,urban
23567,43.15,review,80.0,70.0,30.0,primary,urban
23580,43.15,review,90.0,80.0,30.0,primary,urban
23583,43.15,review,90.0,76.0,30.0,primary,urban
23586,43.15,review,80.0,64.0,30.0,primary,urban
23610,49.400000000000006,review,90.0,108.0,50.0,primary,rural
23614,61.400000000000006,monitor,90.0,88.0,50.0,primary,rural
23615,43.15,review,90.0,90.0,30.0,primary,urban
23616,43.15,review,90.0,75.0,30.0,primary,urban
23617,42.15,review,90.0,91.5,30.0,primary,urban
23618,43.15,review,90.0,89.0,30.0,primary,urban
23619,59.400000000000006,monitor,90.0,93.0,50.0,primary,rural
23621,43.15,review,90.0,75.0,30.0,primary,urban
23622,38.48333333333333,review,90.0,97.0,30.0,primary,urban
23637,34.15,high_priority_review,90.0,103.5,30.0,primary,urban
23675,43.15,review,80.0,68.0,30.0,primary,urban
23688,43.15,review,80.0,72.0,30.0,primary,urban
23694,43.15,review,90.0,84.0,30.0,primary,urban
23711,43.15,review,90.0,89.0,30.0,primary,urban
23721,34.483333333333334,high_priority_review,90.0,103.0,30.0,primary,urban
23731,43.15,review,90.0,81.0,30.0,primary,urban
23754,47.400000000000006,review,90.0,111.0,50.0,primary,rural
23779,38.48333333333333,review,90.0,97.0,30.0,primary,urban
23781,43.15,review,90.0,77.0,30.0,primary,urban
23807,46.73333333333333,review,90.0,112.0,50.0,primary,rural
23810,43.15,review,90.0,80.0,30.0,primary,urban
23815,56.73333333333333,monitor,90.0,97.0,50.0,primary,rural
23817,43.15,review,80.0,60.0,30.0,primary,urban
23819,43.15,review,80.0,66.0,30.0,primary,urban
23847,43.15,review,80.0,67.0,30.0,primary,urban
23849,43.15,review,80.0,79.0,30.0,primary,urban
23850,43.15,review,80.0,54.0,30.0,primary,urban
23858,43.15,review,80.0,44.0,30.0,primary,urban
23875,54.06666666666666,review,90.0,101.0,50.0,primary,rural
23881,56.73333333333333,monitor,90.0,97.0,50.0,primary,rural
23895,61.400000000000006,monitor,90.0,89.0,50.0,primary,rural
23898,32.483333333333334,high_priority_review,70.0,86.0,30.0,primary,urban
23903,43.15,review,80.0,75.0,30.0,primary,urban
23913,43.15,review,90.0,87.0,30.0,primary,urban
23919,43.15,review,90.0,80.0,30.0,primary,urban
23932,43.15,review,80.0,48.0,30.0,primary,urban
23940,43.15,review,80.0,70.0,30.0,primary,urban
23945,43.15,review,80.0,69.0,30.0,primary,urban
23961,43.15,review,80.0,74.0,30.0,primary,urban
23962,39.15,review,80.0,86.0,30.0,primary,urban
23963,43.15,review,80.0,78.0,30.0,primary,urban
24005,37.81666666666666,review,80.0,88.0,30.0,primary,urban
24032,40.48333333333333,review,80.0,84.0,30.0,primary,urban
24035,40.48333333333333,review,80.0,84.0,30.0,primary,urban
24041,39.15,review,80.0,86.0,30.0,primary,urban
24043,29.816666666666663,high_priority_review,90.0,110.0,30.0,primary,urban
24065,54.06666666666666,review,90.0,101.0,50.0,primary,rural
24068,56.73333333333333,monitor,90.0,97.0,50.0,primary,rural
24086,61.48333333333333,monitor,80.0,93.0,50.0,primary,rural
24087,70.15,monitor,80.0,70.0,50.0,primary,rural
24114,60.73333333333333,monitor,90.0,91.0,50.0,primary,rural
24118,57.400000000000006,monitor,90.0,96.0,50.0,primary,rural
24119,38.48333333333333,review,80.0,87.0,30.0,primary,urban
24120,39.15,review,80.0,86.0,30.0,primary,urban
24156,43.15,review,80.0,77.0,30.0,primary,urban
24159,43.15,review,80.0,80.0,30.0,primary,urban
24176,37.15,review,80.0,89.0,30.0,primary,urban
24179,37.81666666666666,review,80.0,88.0,30.0,primary,urban
24184,43.15,review,80.0,68.0,30.0,primary,urban
24197,36.48333333333333,review,80.0,90.0,30.0,primary,urban
24199,33.81666666666666,high_priority_review,80.0,94.0,30.0,primary,urban
24203,58.73333333333333,monitor,90.0,94.0,50.0,primary,rural
24214,43.15,review,80.0,64.0,30.0,primary,urban
24215,35.15,review,80.0,92.0,30.0,primary,urban
24237,43.15,review,80.0,78.0,30.0,primary,urban
24240,43.15,review,80.0,73.0,30.0,primary,urban
24285,43.15,review,90.0,78.0,30.0,primary,urban
24297,43.15,review,80.0,53.0,30.0,primary,urban
24314,43.15,review,80.0,80.0,30.0,primary,urban
24343,43.15,review,90.0,72.0,30.0,primary,urban
24351,43.15,review,80.0,67.0,30.0,primary,urban
24356,43.15,review,80.0,75.0,30.0,primary,urban
24360,39.81666666666667,review,80.0,85.0,30.0,primary,urban
24361,59.06666666666668,monitor,90.0,93.5,50.0,primary,rural
24377,43.15,review,80.0,73.0,30.0,primary,urban
24381,43.15,review,80.0,71.0,30.0,primary,urban
24385,35.81666666666666,review,80.0,91.0,30.0,primary,urban
24436,61.400000000000006,monitor,90.0,89.0,50.0,primary,rural
24462,40.48333333333333,review,80.0,84.0,30.0,primary,urban
24464,43.15,review,90.0,81.0,30.0,primary,urban
24471,36.48333333333333,review,80.0,90.0,30.0,primary,urban
24472,43.15,review,80.0,72.0,30.0,primary,urban
24474,43.15,review,80.0,64.0,30.0,primary,urban
24476,43.15,review,80.0,69.0,30.0,primary,urban
24491,43.15,review,90.0,74.0,30.0,primary,urban
24493,43.15,review,90.0,67.0,30.0,primary,urban
24498,43.15,review,80.0,52.0,30.0,primary,urban
24553,39.81666666666667,review,80.0,85.0,30.0,primary,urban
24561,38.48333333333333,review,80.0,87.0,30.0,primary,urban
24566,43.15,review,90.0,57.0,30.0,primary,urban
24571,43.15,review,90.0,62.0,30.0,primary,urban
24586,43.15,review,80.0,70.0,30.0,primary,urban
24598,67.81666666666668,monitor,80.0,83.5,50.0,primary,rural
24599,70.15,monitor,80.0,71.0,50.0,primary,rural
24600,61.400000000000006,monitor,90.0,84.5,50.0,primary,rural
24601,43.15,review,80.0,78.0,30.0,primary,urban
24603,43.15,review,80.0,62.0,30.0,primary,urban
24613,43.15,review,80.0,79.0,30.0,primary,urban
24619,42.48333333333333,review,80.0,81.0,30.0,primary,urban
24627,43.15,review,80.0,74.0,30.0,primary,urban
24630,43.15,review,80.0,72.0,30.0,primary,urban
24645,43.15,review,80.0,65.0,30.0,primary,urban
24661,43.15,review,80.0,51.0,30.0,primary,urban
24679,43.15,review,80.0,63.0,30.0,primary,urban
24682,43.15,review,90.0,83.0,30.0,primary,urban
24684,40.48333333333333,review,80.0,84.0,30.0,primary,urban
24695,43.15,review,90.0,89.0,30.0,primary,urban
24698,39.81666666666667,review,90.0,95.0,30.0,primary,urban
24705,43.15,review,80.0,77.0,30.0,primary,urban
24706,43.15,review,80.0,64.0,30.0,primary,urban
24711,43.15,review,80.0,78.0,30.0,primary,urban
24720,43.15,review,90.0,83.0,30.0,primary,urban
24721,43.15,review,90.0,77.0,30.0,primary,urban
24767,41.15,review,80.0,83.0,30.0,primary,urban
24768,40.48333333333333,review,80.0,84.0,30.0,primary,urban
24789,43.15,review,80.0,66.0,30.0,primary,urban
24792,43.15,review,90.0,80.0,30.0,primary,urban
24840,43.15,review,90.0,74.0,30.0,primary,urban
24848,43.15,review,90.0,45.0,30.0,primary,urban
24850,43.15,review,80.0,61.0,30.0,primary,urban
24856,51.9,review,60.0,52.0,30.0,primary,urban
24865,43.15,review,80.0,75.0,30.0,primary,urban
24866,43.15,review,90.0,63.0,30.0,primary,urban
24867,60.81666666666666,monitor,80.0,94.0,50.0,primary,rural
24868,38.48333333333333,review,80.0,87.0,30.0,primary,urban
24911,43.15,review,80.0,77.0,30.0,primary,urban
24951,43.15,review,80.0,67.0,30.0,primary,urban
24997,43.15,review,80.0,67.0,30.0,primary,urban
25018,43.15,review,80.0,47.0,30.0,primary,urban
25019,43.15,review,80.0,55.0,30.0,primary,urban
25094,31.816666666666663,high_priority_review,83.0,100.0,30.0,primary,urban
25119,43.15,review,80.0,61.0,30.0,primary,urban
25150,58.15,monitor,30.0,65.0,30.0,primary,urban
25157,78.15,aligned,30.0,30.0,30.0,primary,urban
25159,43.15,review,90.0,80.0,30.0,primary,urban
25161,61.400000000000006,monitor,90.0,87.95833333,50.0,primary,rural
25181,43.15,review,80.0,75.0,30.0,primary,urban
25204,43.15,review,90.0,82.0,30.0,primary,urban
25213,59.55,monitor,88.0,93.4,50.0,primary,rural
25279,55.73333333333333,monitor,90.0,98.5,50.0,primary,rural
25412,43.15,review,80.0,56.0,30.0,primary,urban
25457,43.15,review,80.0,42.0,30.0,primary,urban
25459,43.15,review,80.0,70.0,30.0,primary,urban
25465,43.15,review,80.0,25.0,30.0,primary,urban
25631,43.15,review,80.0,70.0,30.0,primary,urban
25678,55.400000000000006,monitor,90.0,99.0,50.0,primary,rural
25680,61.400000000000006,monitor,90.0,79.0,50.0,primary,rural
25686,61.400000000000006,monitor,90.0,89.0,50.0,primary,rural
25694,70.15,monitor,80.0,79.0,50.0,primary,rural
25703,69.48333333333333,monitor,80.0,81.0,50.0,primary,rural
25705,70.15,monitor,80.0,80.0,50.0,primary,rural
25712,58.06666666666668,monitor,90.0,95.0,50.0,primary,rural
25714,48.73333333333333,review,90.0,109.0,50.0,primary,rural
25721,78.4,aligned,40.0,67.0,50.0,primary,rural
25722,76.4,aligned,40.0,73.0,50.0,primary,rural
25726,53.400000000000006,review,90.0,102.0,50.0,primary,rural
25730,50.06666666666666,review,90.0,107.0,50.0,primary,rural
25732,50.06666666666666,review,90.0,107.0,50.0,primary,rural
25742,76.4,aligned,40.0,73.0,50.0,primary,rural
25744,77.06666666666666,aligned,40.0,69.0,50.0,primary,rural
25760,76.4,aligned,40.0,77.0,50.0,primary,rural
25762,76.4,aligned,40.0,76.0,50.0,primary,rural
25764,43.15,review,90.0,85.0,30.0,primary,urban
25767,52.06666666666666,review,90.0,104.0,50.0,primary,rural
25781,63.48333333333333,monitor,80.0,90.0,50.0,primary,rural
25783,70.15,monitor,80.0,75.0,50.0,primary,rural
25791,59.8,monitor,90.0,92.4,50.0,primary,rural
25797,43.15,review,90.0,90.0,30.0,primary,urban
25804,39.81666666666667,review,90.0,95.0,30.0,primary,urban
25818,57.400000000000006,monitor,90.0,96.0,50.0,primary,rural
25823,31.15,high_priority_review,80.0,98.0,30.0,primary,urban
25827,43.15,review,80.0,43.0,30.0,primary,urban
25935,43.15,review,80.0,75.0,30.0,primary,urban
25960,43.15,review,80.0,61.0,30.0,primary,urban
25979,37.48333333333333,review,80.0,88.5,30.0,primary,urban
25981,40.48333333333333,review,90.0,94.0,30.0,primary,urban
25984,43.15,review,90.0,88.0,30.0,primary,urban
25985,39.15,review,90.0,96.0,30.0,primary,urban
25991,43.15,review,80.0,63.0,30.0,primary,urban
25998,67.48333333333333,monitor,80.0,84.0,50.0,primary,rural
25999,66.81666666666668,monitor,80.0,85.0,50.0,primary,rural
26002,70.15,monitor,80.0,72.0,50.0,primary,rural
26004,70.15,monitor,80.0,70.0,50.0,primary,rural
26005,64.81666666666666,monitor,80.0,88.0,50.0,primary,rural
26006,41.15,review,90.0,93.0,30.0,primary,urban
26025,61.400000000000006,monitor,90.0,84.0,50.0,primary,rural
26027,43.15,review,90.0,84.0,30.0,primary,urban
26028,61.400000000000006,monitor,90.0,87.0,50.0,primary,rural
26045,68.15,monitor,80.0,83.0,50.0,primary,rural
26046,37.81666666666666,review,80.0,88.0,30.0,primary,urban
26047,70.15,monitor,80.0,63.0,50.0,primary,rural
26048,70.15,monitor,80.0,55.0,50.0,primary,rural
26049,43.15,review,80.0,75.0,30.0,primary,urban
26050,66.81666666666668,monitor,80.0,85.0,50.0,primary,rural
26057,62.48333333333333,monitor,80.0,91.5,50.0,primary,rural
26065,70.15,monitor,80.0,76.0,50.0,primary,rural
26072,61.400000000000006,monitor,90.0,85.0,50.0,primary,rural
26075,61.400000000000006,monitor,90.0,76.41666666,50.0,primary,rural
26078,43.15,review,90.0,84.0,30.0,primary,urban
26087,62.150000000000006,monitor,80.0,92.0,50.0,primary,rural
26089,60.56666666666668,monitor,90.0,91.25,50.0,primary,rural
26090,43.15,review,90.0,51.5,30.0,primary,urban
26092,43.15,review,90.0,55.5,30.0,primary,urban
26094,43.15,review,90.0,74.5,30.0,primary,urban
26108,43.15,review,80.0,44.0,30.0,primary,urban
26109,43.15,review,80.0,74.0,30.0,primary,urban
26111,43.15,review,80.0,73.0,30.0,primary,urban
26113,43.15,review,80.0,78.0,30.0,primary,urban
26117,43.15,review,80.0,77.0,30.0,primary,urban
26123,61.400000000000006,monitor,90.0,60.75,50.0,primary,rural
26140,59.400000000000006,monitor,90.0,93.0,50.0,primary,rural
26143,56.06666666666666,monitor,90.0,98.0,50.0,primary,rural
26154,52.06666666666666,review,90.0,104.0,50.0,primary,rural
26166,52.73333333333333,review,90.0,103.0,50.0,primary,rural
26186,54.06666666666666,review,90.0,101.0,50.0,primary,rural
26241,56.150000000000006,monitor,80.0,101.0,50.0,primary,rural
26242,57.400000000000006,monitor,90.0,96.0,50.0,primary,rural
26245,55.73333333333333,monitor,90.0,98.5,50.0,primary,rural
26281,32.483333333333334,high_priority_review,80.0,96.0,30.0,primary,urban
26285,43.15,review,90.0,84.0,30.0,primary,urban
26291,43.15,review,90.0,81.0,30.0,primary,urban
26310,60.150000000000006,monitor,80.0,95.0,50.0,primary,rural
26312,62.81666666666666,monitor,80.0,91.0,50.0,primary,rural
26334,34.483333333333334,high_priority_review,90.0,103.0,30.0,primary,urban
26335,33.81666666666666,high_priority_review,90.0,104.0,30.0,primary,urban
26343,43.15,review,90.0,83.0,30.0,primary,urban
26346,43.15,review,90.0,84.0,30.0,primary,urban
26349,61.400000000000006,monitor,90.0,88.0,50.0,primary,rural
26352,58.73333333333333,monitor,90.0,94.0,50.0,primary,rural
26401,54.73333333333333,review,90.0,100.0,50.0,primary,rural
26404,41.15,review,90.0,93.0,30.0,primary,urban
26405,36.48333333333333,review,90.0,100.0,30.0,primary,urban
26459,61.400000000000006,monitor,90.0,88.0,50.0,primary,rural
26488,57.48333333333333,monitor,80.0,99.0,50.0,primary,rural
26557,68.31666666666666,monitor,60.0,89.0,50.0,primary,rural
26558,56.06666666666666,monitor,90.0,98.0,50.0,primary,rural
26572,71.56666666666666,monitor,70.0,81.0,50.0,primary,rural
26576,61.48333333333333,monitor,80.0,93.0,50.0,primary,rural
26579,64.15,monitor,80.0,89.0,50.0,primary,rural
26641,71.65,monitor,60.0,84.0,50.0,primary,rural
26652,54.73333333333333,review,90.0,100.0,50.0,primary,rural
26675,59.400000000000006,monitor,90.0,93.0,50.0,primary,rural
26690,61.400000000000006,monitor,90.0,90.0,50.0,primary,rural
26737,61.400000000000006,monitor,90.0,82.5,50.0,primary,rural
26738,43.15,review,90.0,65.25,30.0,primary,urban
26739,61.400000000000006,monitor,90.0,47.0,50.0,primary,rural
26745,43.15,review,90.0,85.0,30.0,primary,urban
26746,43.15,review,90.0,79.0,30.0,primary,urban
26757,70.15,monitor,80.0,71.0,50.0,primary,rural
26760,54.06666666666666,review,90.0,101.0,50.0,primary,rural
26763,60.06666666666668,monitor,90.0,92.0,50.0,primary,rural
26770,61.400000000000006,monitor,90.0,88.0,50.0,primary,rural
26798,43.15,review,90.0,88.0,30.0,primary,urban
26801,61.400000000000006,monitor,90.0,50.0,50.0,primary,rural
26808,61.400000000000006,monitor,90.0,62.0,50.0,primary,rural
26809,38.48333333333333,review,80.0,87.0,30.0,primary,urban
26810,36.48333333333333,review,80.0,90.0,30.0,primary,urban
26814,67.48333333333333,monitor,80.0,84.0,50.0,primary,rural
26836,58.06666666666668,monitor,90.0,95.0,50.0,primary,rural
26837,61.400000000000006,monitor,90.0,73.0,50.0,primary,rural
26840,31.15,high_priority_review,80.0,98.0,30.0,primary,urban
26860,70.15,monitor,80.0,75.0,50.0,primary,rural
26861,59.31666666666666,monitor,80.0,96.25,50.0,primary,rural
26871,39.15,review,90.0,96.0,30.0,primary,urban
26892,54.73333333333333,review,90.0,100.0,50.0,primary,rural
26898,61.400000000000006,monitor,90.0,85.0,50.0,primary,rural
26902,61.400000000000006,monitor,90.0,88.0,50.0,primary,rural
26906,62.81666666666666,monitor,80.0,91.0,50.0,primary,rural
26909,53.400000000000006,review,90.0,102.0,50.0,primary,rural
26913,60.73333333333333,monitor,90.0,91.0,50.0,primary,rural
26916,61.400000000000006,monitor,90.0,84.0,50.0,primary,rural
26933,61.400000000000006,monitor,90.0,86.0,50.0,primary,rural
26934,61.400000000000006,monitor,90.0,86.0,50.0,primary,rural
26937,46.06666666666666,review,90.0,113.0,50.0,primary,rural
26938,49.400000000000006,review,90.0,108.0,50.0,primary,rural
26941,49.400000000000006,review,90.0,108.0,50.0,primary,rural
26943,70.15,monitor,80.0,61.5,50.0,primary,rural
26966,61.48333333333333,monitor,80.0,93.0,50.0,primary,rural
26974,43.15,review,80.0,54.0,30.0,primary,urban
26975,43.15,review,80.0,48.5,30.0,primary,urban
26978,34.483333333333334,high_priority_review,80.0,93.0,30.0,primary,urban
26985,35.15,review,80.0,92.0,30.0,primary,urban
26987,33.15,high_priority_review,80.0,95.0,30.0,primary,urban
26989,70.15,monitor,80.0,66.0,50.0,primary,rural
26991,48.73333333333333,review,90.0,109.0,50.0,primary,rural
26993,60.73333333333333,monitor,90.0,91.0,50.0,primary,rural
27008,33.15,high_priority_review,80.0,95.0,30.0,primary,urban
27010,49.400000000000006,review,90.0,108.0,50.0,primary,rural
27012,40.48333333333333,review,80.0,84.0,30.0,primary,urban
27018,76.4,aligned,30.0,109.0,50.0,primary,rural
27022,67.65,monitor,60.0,109.5,50.0,primary,rural
